frame,time_s,r_mean,g_mean,b_mean
147,4.866666666666666,159.55475224828075,112.78384764591785,101.56974078645743
148,4.9,159.60227312224114,112.99927009836293,101.30596781481353
149,4.933333333333334,159.72562177868485,112.70621605728321,101.7407035871182
150,4.966666666666667,159.25118648799554,112.36264656616416,101.33123953098827
151,5.0,159.79093735806867,112.61373720434615,101.83474827935575
152,5.033333333333333,159.24697059129892,112.60202770737128,101.17041074962675
153,5.066666666666666,159.55374011615703,112.4527324889791,101.77919669722203
154,5.1,159.06149253731343,112.14798946444249,101.36421422300263
155,5.133333333333334,159.46958757440214,112.57732539710491,101.7692388969112
156,5.166666666666667,159.26263018534863,112.8363283318623,101.38548984995587
157,5.2,159.268290965425,112.67160763326527,101.47299485951694
158,5.233333333333333,158.70729725911275,112.247845436564,100.93458604125459
159,5.266666666666667,158.97192414593815,112.49174963937656,101.25901558596911
160,5.3,159.0597601103917,112.75876587764922,101.25729752680184
161,5.333333333333333,159.267482146645,112.8105069645761,101.41798062645832
162,5.366666666666666,158.35043334853853,112.2437629390505,100.67802379030843
163,5.4,158.95175407884602,112.63363910090331,101.3493452839437
164,5.433333333333334,157.6683819925786,111.82395155079465,100.28155849611426
165,5.466666666666667,158.48801819135912,112.16232289662412,100.92656987930734
166,5.5,158.16324446166308,112.04930792801042,100.57211284471524
167,5.533333333333333,159.02880861092547,112.6324176017447,101.4590734813043
168,5.566666666666666,158.87560803665846,112.48170602749384,101.22946774762073
169,5.6,158.92788256984826,112.53495958020139,101.30828960431144
170,5.633333333333334,158.51351067553378,112.34102205110256,100.87301365068254
171,5.666666666666667,158.73499929903267,112.57899901864573,101.26093509042478
172,5.7,158.50056302343586,112.34407769723416,100.9930677739461
173,5.733333333333333,158.56886269557285,112.4470988563811,100.9874412404406
174,5.766666666666667,158.68259924253053,112.47555758170851,100.88182073222052
175,5.8,158.22708743323025,111.9852755130728,100.46440118077031
176,5.833333333333333,158.50917061195864,112.0757496054708,100.79158337716991
177,5.866666666666666,158.5766646733969,112.42692321221288,100.78701326110662
178,5.9,158.72251804105653,112.39805927275275,100.96454844811882
179,5.933333333333334,158.57470743939817,112.2407007522987,100.84149484536083
180,5.966666666666667,158.68900766579927,112.41282790632252,100.88557563823053
181,6.0,158.27268557719447,112.26312447078747,100.47438611346317
182,6.033333333333333,158.5691068350512,112.39029795616844,100.8309353783375
183,6.066666666666666,158.37890693822897,112.2065964269354,100.67296240177596
184,6.1,158.50194948891777,112.37767396115072,100.92890512487267
185,6.133333333333334,158.44772240368067,112.27004530607945,100.71660871703017
186,6.166666666666667,158.54374540489445,112.38609389769982,100.92007142106922
187,6.2,158.30193625052425,112.23360827624774,100.7201174332448
188,6.233333333333333,158.5239545056868,112.50316710411198,100.79699037620297
189,6.266666666666667,158.09158034714446,112.28898376259798,100.64624160134379
190,6.3,158.35871166935655,112.43467125114029,100.75984141463758
191,6.333333333333333,158.26741398759168,112.34524816694868,100.82652989283702
192,6.366666666666666,158.72592384234028,112.60845258605535,101.34967124925285
193,6.4,158.69218881708346,112.58854313009273,101.20093425119416
194,6.433333333333334,158.7758843906365,112.64068021974177,101.22967913502922
195,6.466666666666667,158.48038769726023,112.45148535638056,100.92865390671471
196,6.5,158.61553798796697,112.54008674968517,100.97855743668671
197,6.533333333333333,158.879747717611,112.71043278277232,101.08011011220295
198,6.566666666666666,159.1910403813797,113.05201906898486,101.32788839035334
199,6.6,159.10360876662847,112.85860164634782,101.16508631169462
200,6.633333333333334,159.26342299485816,112.98898177620764,101.28790793661898
201,6.666666666666667,158.89445845593386,112.65671850917752,101.07184391200785
202,6.7,159.33767549067542,113.06862471188097,101.22965705105817
203,6.733333333333333,159.3255668164246,112.89008463065511,101.30529725211576
204,6.766666666666667,158.94258946182023,112.63993378416454,100.85555790363482
205,6.8,159.28724224996495,112.68273951465844,101.20630523215037
206,6.833333333333333,158.98147112291988,112.56981541043211,101.20976087260523
207,6.866666666666666,159.13400223744932,112.57897496853587,101.37662564676269
208,6.9,159.28297144452978,112.90291838302032,101.15492564406898
209,6.933333333333334,159.54149370356157,112.9925349705236,101.48550598248858
210,6.966666666666667,158.97708479327258,112.84285213735107,101.04022424667133
211,7.0,159.6674258882893,113.11048426659191,101.52508935454482
212,7.033333333333333,159.31789215686274,112.92296918767506,101.23028711484594
213,7.066666666666666,159.5025312066574,112.93613037447989,101.45707350901526
214,7.1,159.17180140260282,112.83978228254422,101.1682076689578
215,7.133333333333334,159.63754512635379,113.01777548564552,101.35214027849406
216,7.166666666666667,159.60541418890887,113.09825750242014,101.27309500760614
217,7.2,159.91805560388323,113.18932461115557,101.63492118723686
218,7.233333333333333,159.43430682372622,112.85592806858577,101.23485746149021
219,7.266666666666667,159.34735657251397,112.887157480038,101.37845158113194
220,7.3,158.9780718735701,112.69029601210798,101.04343388124317
221,7.333333333333333,159.59451027133142,113.13300147234102,101.4908153964804
222,7.366666666666666,159.37300892700858,113.06556975319447,101.4177840014003
223,7.4,159.83173896406583,113.34619264618918,101.6675827042822
224,7.433333333333334,159.30100346020762,112.94557093425607,101.10228373702424
225,7.466666666666667,159.4419107391911,112.9276150627615,101.42050209205021
226,7.5,159.54129370629371,113.02541958041958,101.4101048951049
227,7.533333333333333,159.69931812675227,113.03471669378008,101.50392855906685
228,7.566666666666666,159.82955293139867,113.16597984555182,101.37680506977871
229,7.6,159.73930597612338,113.12446486373604,101.60231109254812
230,7.633333333333334,159.34060906614513,113.01602989453097,101.34389187678983
231,7.666666666666667,159.79166812288122,113.20137699647013,101.75004368643623
232,7.7,159.81960429778505,113.21701032720192,101.6053061650266
233,7.733333333333333,159.55664082866974,112.80218290521047,101.45225763843025
234,7.766666666666667,159.28006211837788,112.78547982917446,101.31765079589172
235,7.8,159.25947971009418,112.88830923287,101.11722278631701
236,7.833333333333333,159.2302008936425,112.73373676248109,101.37807409492312
237,7.866666666666666,158.79130923920687,112.50161721276895,101.01360568133876
238,7.9,159.3411975040314,112.79870994881861,101.36317745214892
239,7.933333333333334,159.59561293031066,113.10820738874895,101.40865519171565
240,7.966666666666667,159.49770296335262,112.96321234438015,101.33519200420831
241,8.0,158.85188946870733,112.72367176829056,100.88032781143839
242,8.033333333333333,159.1854489596425,112.77824326211423,101.17609272447982
243,8.066666666666666,157.70495447808597,111.97004022866821,100.31561860399464
244,8.1,157.65079698721317,111.72629181993344,100.48201086004555
245,8.133333333333333,157.15637194586043,111.19170328704517,99.98108630690807
246,8.166666666666666,157.57769133725822,111.65709980375667,100.23139192598823
247,8.2,157.122743808591,111.53165663914929,99.84741849727158
248,8.233333333333333,156.93083391730903,111.29905395935529,99.81583742116328
249,8.266666666666667,157.49966550473573,111.67948311679166,100.24960388718706
250,8.3,157.97024921569317,111.94638513870774,100.69847368606578
251,8.333333333333334,157.96447971781305,111.69492063492062,100.63992945326278
252,8.366666666666667,157.7538726333907,111.4730759773789,100.47686957743511
253,8.4,157.94311849437494,111.80727578593209,100.78687835138261
254,8.433333333333334,158.18928232356973,112.06420760223637,101.07658497134217
255,8.466666666666667,157.9692788427779,111.7703812934485,100.96429323783443
256,8.5,158.4413127547643,111.99620248754486,101.19332473957427
257,8.533333333333333,158.4990551511758,112.16625839865621,101.16202407614782
258,8.566666666666666,158.27293828028837,111.95762264814489,101.17935642693863
259,8.6,158.13484917492906,111.92940475773395,100.88392950986231
260,8.633333333333333,158.63886183386668,111.99641714206206,101.26586197300682
261,8.666666666666666,158.1087477109452,111.68002535568391,100.99137202422877
262,8.7,157.53723068285493,111.15085269141693,100.19983858516386
263,8.733333333333333,158.12467450207615,111.59930325849814,100.78981631360406
264,8.766666666666667,157.50226812757344,111.50631586293531,100.47491101961057
265,8.8,157.32244338162891,111.01733717822479,100.29272752848502
266,8.833333333333334,157.1340434507488,110.98576249736344,100.07280461224778
267,8.866666666666667,157.35643072556326,111.18236650700729,100.42636153982616
268,8.9,157.28623521914608,111.36182114281668,100.10737803582809
269,8.933333333333334,157.16295510781194,110.98501237186285,100.1970661010958
270,8.966666666666667,157.24185736347044,111.1616594131686,100.21665730731434
271,9.0,157.38615471644744,111.22609956158958,100.28022910479422
272,9.033333333333333,157.40755607196928,111.24474490334848,100.1492905179395
273,9.066666666666666,157.76031551270816,111.50555652936022,100.47179666958809
274,9.1,157.46975542420273,111.45106714331222,100.12402222772803
275,9.133333333333333,157.3686275896203,111.20536661245846,100.3118150321714
276,9.166666666666666,157.8166991668144,111.39957454352066,100.44683566743485
277,9.2,157.9812030075188,111.53689129365469,100.68477267936194
278,9.233333333333333,158.15251732751645,112.01889314991381,100.66956338176828
279,9.266666666666667,159.00471200506365,112.5009494338561,101.26872494549546
280,9.3,158.87142504496245,112.46570511690236,101.09979899143069
281,9.333333333333334,159.08903649789775,112.57806592940678,101.31968342578524
282,9.366666666666667,159.157200028084,112.5638559292284,101.26462121744015
283,9.4,159.1610903712052,112.49834472071565,101.18919490033106
284,9.433333333333334,159.14464310657914,112.35004888950971,101.0225939377008
285,9.466666666666667,159.40273934213752,112.60069359302204,101.22972641608575
286,9.5,158.69824339071354,112.20797690710036,100.78508818249023
287,9.533333333333333,158.4575601495802,111.89275382770055,100.66023424821844
288,9.566666666666666,158.30283071748877,111.8178951793722,100.61455997757848
289,9.6,159.09672735000356,112.29028830488065,101.20531982715875
290,9.633333333333333,158.98499664630918,112.25163271790166,101.04451583295089
291,9.666666666666666,158.8475669957687,112.02069816643159,101.11964033850494
292,9.7,159.32348794586213,112.3145354574933,101.45245312279714
293,9.733333333333333,158.83363350637427,112.15909171169262,100.88279125613589
294,9.766666666666667,158.97571121373426,111.9470158987556,101.10519265343532
295,9.8,158.83523752254962,111.92865480527749,100.959711365003
296,9.833333333333334,158.99082086676245,111.94338366674842,101.07248712468908
297,9.866666666666667,159.14210173793492,112.38005428843374,101.04166813550957
298,9.9,159.1965814990445,112.31276098803878,101.2029513766013
299,9.933333333333334,158.7231207369383,112.13532803600309,100.78299697630264
300,9.966666666666667,158.87699820820012,112.20746231950251,100.81284474581035
301,10.0,158.42659338336327,111.93763872740725,100.70563365394779
302,10.033333333333333,158.60127766209015,112.10034235696891,100.80926834433347
303,10.066666666666666,158.509741522577,112.03489975601995,100.82567801704326
304,10.1,158.68620714083312,112.07445451969397,101.02075658826864
305,10.133333333333333,159.1542047822555,112.36696923674639,101.23204888213895
306,10.166666666666666,158.88348964784993,112.24130242434967,101.00130950274287
307,10.2,159.13486714421822,112.5152263664914,101.25067927590952
308,10.233333333333333,159.33364707522833,112.44655929721816,101.25496758000418
309,10.266666666666667,159.18624037142555,112.31873659034152,101.20322886989553
310,10.3,159.41018026830633,112.42967439910565,101.54258664058133
311,10.333333333333334,159.0544313120331,112.23704976677304,101.09413250096446
312,10.366666666666667,159.2271683448154,112.14863098392509,101.32474827768945
313,10.4,159.49684844192635,112.27174220963173,101.5990793201133
314,10.433333333333334,158.53600199615028,111.70489056818992,100.74370856205888
315,10.466666666666667,158.47043874201404,111.75274434365181,100.76379231230807
316,10.5,158.70719196380864,111.81409183200941,101.00926156805471
317,10.533333333333333,157.86809902243476,111.4178915535551,100.14519305155073
318,10.566666666666666,158.48395863480746,111.73656160660714,100.7511029541524
319,10.6,157.9299313468752,111.3515818529266,100.26282822563522
320,10.633333333333333,158.7708872884663,112.15095611452087,100.60375350338808
321,10.666666666666666,158.42873852479354,111.67724098819694,100.58473044341261
322,10.7,157.62541712037654,111.30015104148372,99.83708595314201
323,10.733333333333333,158.7756036931818,111.90823863636363,100.77507102272727
324,10.766666666666667,158.80165406093164,112.0531208029971,100.60334346504558
325,10.8,158.83640503807018,112.00085391019712,100.7047605493489
326,10.833333333333334,158.48655265398807,111.96831535623048,100.42282855520862
327,10.866666666666667,158.7237443731613,112.00127600751428,100.71300464324958
328,10.9,158.7729741241614,112.16157313740105,100.61104603698575
329,10.933333333333334,158.8965346359421,112.1725956603306,100.88095996601889
330,10.966666666666667,158.31497120243102,111.95198049538887,100.53453941556836
331,11.0,159.69249796812608,112.8886533093042,101.45538711615251
332,11.033333333333333,159.64832561264544,112.93900067187666,101.31666607730118
333,11.066666666666666,159.6234928043563,112.72610586612922,101.54580813974047
334,11.1,159.53896859247772,112.75607176847967,101.33927879022878
335,11.133333333333333,159.7803453889164,112.84956472503362,101.52243612428339
336,11.166666666666666,159.05934947902,112.3723598986201,100.84701492537313
337,11.2,159.84166284039136,112.72592095503833,101.58040476106383
338,11.233333333333333,159.28806656602183,112.518484710178,101.15388126250747
339,11.266666666666667,159.47540289875516,112.56716154741335,101.36386077511726
340,11.3,158.81054954292318,112.08906868410914,100.6644250639207
341,11.333333333333334,159.00692701890793,112.24983212581728,101.03933557165577
342,11.366666666666667,159.04903038252917,112.28578012550078,101.06771368809162
343,11.4,159.30861210463567,112.35994810295252,101.24609018865279
344,11.433333333333334,158.83459856568132,111.98142382368376,100.57400734651041
345,11.466666666666667,159.24879074658256,112.14640729057133,100.82632316859447
346,11.5,159.27106342694856,112.30619543494267,100.96472774446899
347,11.533333333333333,159.5557992288918,112.4079799087404,101.30759435463902
348,11.566666666666666,158.93708843730087,112.15407491326206,100.83944629328047
349,11.6,158.30013411449144,111.61219736006213,100.50162349121197
350,11.633333333333333,157.97107103940382,111.44757284966079,100.38243875004393
351,11.666666666666666,157.6889093093942,111.53541386866473,99.96306637449635
352,11.7,158.46616940045251,111.79379949095024,100.55892958144797
353,11.733333333333333,158.51021054855295,111.84082106893882,100.68762763185693
354,11.766666666666667,159.66524368552118,112.66495908929207,101.45432230522947
355,11.8,159.17363412054988,112.50158618258725,100.99393725766656
356,11.833333333333334,159.55931965139163,112.58926061287602,101.26584903008153
357,11.866666666666667,159.41523462158938,112.50007014098337,101.0401557129831
358,11.9,159.62265413189675,112.69053906552585,101.27580014788211
359,11.933333333333334,158.7522679692952,112.2748429867411,100.76297976273553
360,11.966666666666667,159.46250219954248,112.67337673763858,101.43719866267817
361,12.0,159.20698034796084,112.36092132140594,101.17059942241319
362,12.033333333333333,159.0324422067792,112.25429017160687,101.09768117997447
363,12.066666666666666,158.78551777652368,112.11942720090292,100.84703019187359
364,12.1,158.10490400593997,111.62489834883145,100.40176077502386
365,12.133333333333333,158.89101000459576,112.14734683777,100.83865379856472
366,12.166666666666666,158.8042708407111,112.02687867412706,100.88926269565833
367,12.2,158.47188584377878,111.9085758798952,100.51954535797749
368,12.233333333333333,158.54543207260656,111.95144259632023,100.68831444008899
369,12.266666666666667,158.79964121143902,112.151570579338,100.90354919272573
370,12.3,159.02408738347685,112.32110581370526,100.87358571123605
371,12.333333333333334,158.2489954126809,111.76284627146971,100.51466875288929
372,12.366666666666667,158.40666004681182,111.95038655223775,100.66997659408469
373,12.4,158.4430227200227,111.94913692269522,100.68089178747387
374,12.433333333333334,158.85984660180387,112.23471344364746,100.92425964065052
375,12.466666666666667,159.15188749600483,112.5088959124969,101.09989701338827
376,12.5,158.46583696769846,111.96262808921037,100.7114136793958
377,12.533333333333333,158.0852855828438,111.63557222733384,100.41071554957887
378,12.566666666666666,158.56553672316386,112.04272598870057,100.59936440677967
379,12.6,158.42501324854265,111.95347111817699,100.68500264970852
380,12.633333333333333,157.87286487251123,111.9198288361566,100.11995614810624
381,12.666666666666666,158.27915044247789,111.83787610619468,100.63111504424779
382,12.7,158.15500806055934,111.77619681783135,100.3400504661106
383,12.733333333333333,158.4988748241913,112.03955696202532,100.6432841068917
384,12.766666666666667,158.35146960234292,112.25517801065594,100.36074944426802
385,12.8,158.77021591871295,112.29170194750212,100.86222833756703
386,12.833333333333334,158.6006859729147,112.22043067784026,100.65913510837666
387,12.866666666666667,158.20921948294713,111.7740274397771,100.53271258773323
388,12.9,157.9892591279688,111.78181495923431,100.39191775965969
389,12.933333333333334,158.2589514978602,111.86833095577747,100.69882310984308
390,12.966666666666667,157.40097270048636,111.1624125812063,99.83201391600696
391,13.0,157.88067458633856,111.48140291330786,100.36098147362466
392,13.033333333333333,157.37458099573058,111.17751667195935,99.85829716664902
393,13.066666666666666,157.64934095996023,111.21075070167336,100.0533982307173
394,13.1,157.7343468905429,111.41137253518643,100.14272108363612
395,13.133333333333333,158.26061383809218,111.77342886678787,100.46447795244715
396,13.166666666666666,157.6911806342016,111.62507078142696,100.10705690826728
397,13.2,158.69455459566632,112.22358731057923,100.85441155643676
398,13.233333333333333,158.51335532616793,112.12553651874711,100.62409989003582
399,13.266666666666667,159.12787723785166,112.56472009093493,101.11366865586814
400,13.3,158.36478698957043,112.06144599611102,100.60222732897296
401,13.333333333333334,159.13058198795395,112.60746997398338,101.22716418974304
402,13.366666666666667,158.64381663113008,112.38788201847903,100.97565742714997
403,13.4,158.6670319182779,112.18058746597858,100.8608037891909
404,13.433333333333334,158.51853301081388,112.24053784860558,100.78966277746159
405,13.466666666666667,157.82296106848537,111.54575163398692,100.36434356351236
406,13.5,157.8285072391413,111.7906354753584,100.44454746451751
407,13.533333333333333,157.2252338435374,111.32348356009071,100.08825821995465
408,13.566666666666666,157.82020960203937,111.6121300099136,100.55590567908227
409,13.6,157.81150351751688,111.73270406900697,100.19881924558986
410,13.633333333333333,158.10810810810813,111.77529566360053,100.56863302198389
411,13.666666666666666,158.02791671100707,111.80671136178212,100.47916001560782
412,13.7,158.20029110014556,111.70353935176968,100.60360680180341
413,13.733333333333333,157.82453218032322,111.66267366033456,100.19963850297704
414,13.766666666666667,158.6784378006628,112.06873819620141,100.89381035527207
415,13.8,158.3381829823563,111.8820076835515,100.51035145133751
416,13.833333333333334,158.4312446838673,111.80160192798412,100.78841791891125
417,13.866666666666667,158.12869011843733,111.65550645218313,100.52200813151848
418,13.9,158.16990893306402,111.72233443180609,100.31809645299599
419,13.933333333333334,158.4123184030121,111.80843959791142,100.55447021631798
420,13.966666666666667,158.07671213612713,111.55930952046126,100.49412881451272
421,14.0,158.60868799943674,112.45171964656598,100.77628753476255
422,14.033333333333333,159.005819284757,112.45866544402905,101.3283487338647
423,14.066666666666666,159.17468033393214,112.48490612561203,101.09655148120751
424,14.1,159.18221800014075,112.43702061783127,101.3077545563296
425,14.133333333333333,158.5895966029724,112.08351026185422,100.84819532908705
426,14.166666666666666,158.37079928952042,111.84710479573712,100.7688809946714
